ticker,time,current_price,min,max,n_window_sma,percentage_change,abs_change
MCK,2021-08-15T16:18:46.425645500Z,$198.43,$114.33,$206.42,$196.04,145.25%,$61.82
LDOS,2021-08-15T16:18:46.425645500Z,$95.64,$69.61,$120.62,$102.14,99.06%,$-0.90
NWSA,2021-08-15T16:18:46.425645500Z,$23.52,$8.10,$27.64,$24.76,166.22%,$9.37
MRO,2021-08-15T16:18:46.425645500Z,$12.10,$3.08,$14.17,$12.19,89.95%,$-1.35
LEN,2021-08-15T16:18:46.425645500Z,$108.17,$28.89,$108.84,$101.62,197.26%,$53.33
MAR,2021-08-15T16:18:46.425645500Z,$134.38,$59.08,$157.50,$139.98,89.06%,$-16.50
L,2021-08-15T16:18:46.425645500Z,$55.64,$28.59,$58.87,$54.19,105.97%,$3.14
LNC,2021-08-15T16:18:46.425645500Z,$70.41,$15.93,$70.63,$62.73,127.04%,$14.98
LB,2021-08-15T16:18:46.425645500Z,$60.80,$9.15,$80.07,$71.33,352.69%,$43.56
PAYC,2021-08-15T16:18:46.425645500Z,$463.73,$165.01,$468.56,$400.99,170.61%,$191.93
MDLZ,2021-08-15T16:18:46.425645500Z,$63.36,$40.57,$65.23,$63.22,120.52%,$10.79
ORLY,2021-08-15T16:18:46.425645500Z,$594.03,$260.92,$620.92,$598.00,135.77%,$156.51
LIN,2021-08-15T16:18:46.425645500Z,$309.40,$147.03,$309.40,$296.40,150.49%,$103.80
IP,2021-08-15T16:18:46.425645500Z,$59.22,$24.94,$64.65,$59.49,139.74%,$16.84
JNJ,2021-08-15T16:18:46.425645500Z,$176.25,$107.54,$176.25,$170.96,125.58%,$35.90
MTB,2021-08-15T16:18:46.425645500Z,$139.94,$84.34,$166.12,$137.80,86.10%,$-22.59
LMT,2021-08-15T16:18:46.425645500Z,$357.98,$267.69,$422.72,$373.21,93.27%,$-25.83
MLM,2021-08-15T16:18:46.425645500Z,$385.44,$142.56,$390.42,$359.01,141.21%,$112.48
LEG,2021-08-15T16:18:46.425645500Z,$49.75,$21.44,$57.50,$49.12,104.81%,$2.28
NWS,2021-08-15T16:18:46.425645500Z,$22.78,$8.05,$25.95,$23.61,156.96%,$8.27
TAP,2021-08-15T16:18:46.425645500Z,$50.54,$32.65,$60.74,$50.78,95.48%,$-2.39
K,2021-08-15T16:18:46.425645500Z,$65.57,$51.22,$68.96,$63.70,102.34%,$1.50
PKG,2021-08-15T16:18:46.425645500Z,$146.42,$73.44,$154.05,$137.83,138.54%,$40.73
MSI,2021-08-15T16:18:46.425645500Z,$233.03,$122.04,$233.03,$222.95,147.74%,$75.30
MET,2021-08-15T16:18:46.425645500Z,$62.49,$22.09,$66.15,$58.48,130.08%,$14.45
MGM,2021-08-15T16:18:46.425645500Z,$40.41,$7.14,$44.16,$39.49,121.00%,$7.01
PH,2021-08-15T16:18:46.425645500Z,$293.00,$95.59,$321.84,$304.53,143.16%,$88.33
NDAQ,2021-08-15T16:18:46.425645500Z,$190.99,$71.54,$190.99,$182.93,181.26%,$85.62
JPM,2021-08-15T16:18:46.425645500Z,$159.98,$75.32,$165.49,$153.88,119.74%,$26.37
NTAP,2021-08-15T16:18:46.425645500Z,$82.28,$33.49,$83.12,$80.34,138.34%,$22.81
MAA,2021-08-15T16:18:46.425645500Z,$188.31,$80.17,$193.10,$183.77,154.60%,$66.51
MCO,2021-08-15T16:18:46.425645500Z,$380.65,$163.39,$386.84,$377.05,159.44%,$141.91
NCLH,2021-08-15T16:18:46.425645500Z,$25.04,$7.77,$59.65,$25.42,42.56%,$-33.79
ODFL,2021-08-15T16:18:46.425645500Z,$281.00,$106.89,$281.00,$262.65,220.64%,$153.64
PSX,2021-08-15T16:18:46.425645500Z,$73.89,$39.47,$104.17,$76.53,70.93%,$-30.28
NLOK,2021-08-15T16:18:46.425645500Z,$26.29,$14.42,$28.67,$25.91,181.00%,$11.77
LYB,2021-08-15T16:18:46.425645500Z,$105.07,$32.83,$116.73,$99.87,120.78%,$18.08
LHX,2021-08-15T16:18:46.425645500Z,$229.83,$146.76,$232.89,$225.78,116.24%,$32.10
NUE,2021-08-15T16:18:46.425645500Z,$126.17,$27.09,$126.17,$100.26,240.18%,$73.64
MRK,2021-08-15T16:18:46.425645500Z,$76.72,$60.83,$83.63,$77.02,91.74%,$-6.91
NOV,2021-08-15T16:18:46.425645500Z,$13.22,$8.01,$25.36,$14.00,52.59%,$-11.92
MMC,2021-08-15T16:18:46.425645500Z,$151.64,$74.80,$151.64,$144.82,139.32%,$42.80
NKE,2021-08-15T16:18:46.425645500Z,$171.69,$62.13,$173.85,$165.00,170.28%,$70.86
NOC,2021-08-15T16:18:46.425645500Z,$363.11,$263.96,$377.51,$363.71,104.75%,$16.46
NWL,2021-08-15T16:18:46.425645500Z,$25.67,$9.95,$29.10,$26.41,144.71%,$7.93
NLSN,2021-08-15T16:18:46.425645500Z,$23.01,$11.66,$28.04,$23.86,116.61%,$3.28
PGR,2021-08-15T16:18:46.425645500Z,$96.12,$63.09,$106.99,$96.50,140.77%,$27.84
PM,2021-08-15T16:18:46.425645500Z,$101.59,$55.85,$101.59,$99.03,130.36%,$23.66
NVDA,2021-08-15T16:18:46.425645500Z,$201.88,$49.02,$206.99,$197.84,337.34%,$142.04
MS,2021-08-15T16:18:46.425645500Z,$103.94,$24.95,$103.94,$94.59,224.07%,$57.55
MKC,2021-08-15T16:18:46.425645500Z,$86.68,$55.67,$103.38,$85.90,105.80%,$4.75
PYPL,2021-08-15T16:18:46.425645500Z,$274.91,$85.26,$308.53,$290.64,248.23%,$164.16
NEM,2021-08-15T16:18:46.425645500Z,$58.84,$38.26,$73.83,$61.68,140.96%,$17.10
NSC,2021-08-15T16:18:46.425645500Z,$268.92,$115.77,$289.11,$260.61,140.94%,$78.11
NI,2021-08-15T16:18:46.425645500Z,$25.47,$19.79,$28.67,$25.01,99.46%,$-0.14
MCD,2021-08-15T16:18:46.425645500Z,$238.82,$133.04,$246.35,$236.98,123.34%,$45.19
PRGO,2021-08-15T16:18:46.425645500Z,$40.95,$39.70,$59.14,$46.67,82.08%,$-8.94
ORCL,2021-08-15T16:18:46.425645500Z,$90.38,$38.82,$90.69,$87.16,172.50%,$37.99
REGN,2021-08-15T16:18:46.425645500Z,$624.79,$336.18,$658.21,$587.34,167.35%,$251.44
PAYX,2021-08-15T16:18:46.425645500Z,$117.17,$48.14,$117.17,$111.90,145.12%,$36.43
PKI,2021-08-15T16:18:46.425645500Z,$183.11,$66.47,$187.05,$166.54,186.01%,$84.67
PPG,2021-08-15T16:18:46.425645500Z,$169.78,$70.71,$181.67,$166.19,132.84%,$41.97
PWR,2021-08-15T16:18:46.425645500Z,$97.47,$23.66,$100.53,$90.20,238.65%,$56.63
PNW,2021-08-15T16:18:46.425645500Z,$79.78,$59.22,$97.53,$82.41,96.29%,$-3.07
PCAR,2021-08-15T16:18:46.425645500Z,$81.14,$48.59,$99.25,$85.01,105.26%,$4.06
NRG,2021-08-15T16:18:46.425645500Z,$43.65,$20.88,$43.89,$41.14,119.46%,$7.11
OKE,2021-08-15T16:18:46.425645500Z,$52.45,$13.16,$66.39,$53.20,81.89%,$-11.60
PLD,2021-08-15T16:18:46.425645500Z,$131.98,$61.03,$131.98,$126.83,154.95%,$46.80
NTRS,2021-08-15T16:18:46.425645500Z,$116.37,$59.96,$120.78,$113.55,113.37%,$13.72
PNR,2021-08-15T16:18:46.425645500Z,$79.50,$22.31,$79.50,$71.54,176.10%,$34.35
NEE,2021-08-15T16:18:46.425645500Z,$83.45,$44.26,$85.96,$77.59,144.28%,$25.61
O,2021-08-15T16:18:46.425645500Z,$71.95,$39.83,$77.02,$69.42,106.57%,$4.43
PBCT,2021-08-15T16:18:46.425645500Z,$16.36,$8.77,$19.19,$16.03,107.08%,$1.08
RSG,2021-08-15T16:18:46.425645500Z,$120.57,$64.47,$120.57,$115.31,137.95%,$33.17
REG,2021-08-15T16:18:46.425645500Z,$66.22,$30.34,$67.60,$64.86,115.28%,$8.78
PRU,2021-08-15T16:18:46.425645500Z,$108.01,$36.37,$108.51,$101.38,124.24%,$21.07
PPL,2021-08-15T16:18:46.425645500Z,$29.41,$17.30,$33.74,$28.47,90.43%,$-3.11
PFG,2021-08-15T16:18:46.425645500Z,$66.94,$22.83,$66.96,$62.74,128.67%,$14.91
JWN,2021-08-15T16:18:46.425645500Z,$35.83,$11.79,$45.79,$34.28,90.48%,$-3.77
PHM,2021-08-15T16:18:46.425645500Z,$54.34,$17.48,$62.19,$53.43,143.05%,$16.35
NOW,2021-08-15T16:18:46.425645500Z,$587.83,$249.57,$595.50,$571.77,201.84%,$296.59
QRVO,2021-08-15T16:18:46.425645500Z,$188.36,$69.36,$199.54,$191.91,162.44%,$72.40
PG,2021-08-15T16:18:46.425645500Z,$143.64,$94.14,$143.95,$139.31,121.51%,$25.43
OMC,2021-08-15T16:18:46.425645500Z,$75.45,$44.54,$84.25,$75.86,100.43%,$0.32
CRM,2021-08-15T16:18:46.425645500Z,$251.56,$124.30,$281.25,$244.64,150.64%,$84.57
PXD,2021-08-15T16:18:46.425645500Z,$151.60,$54.98,$170.11,$150.25,102.76%,$4.07
PEG,2021-08-15T16:18:46.425645500Z,$64.72,$35.25,$64.72,$61.67,116.31%,$9.08
DGX,2021-08-15T16:18:46.425645500Z,$148.22,$71.08,$148.57,$139.12,145.36%,$46.25
RCL,2021-08-15T16:18:46.425645500Z,$78.89,$22.33,$133.72,$78.52,59.17%,$-54.44
RJF,2021-08-15T16:18:46.425645500Z,$138.94,$53.65,$138.94,$131.13,157.17%,$50.54
PSA,2021-08-15T16:18:46.425645500Z,$314.67,$153.77,$314.67,$309.91,157.02%,$114.27
ROL,2021-08-15T16:18:46.425645500Z,$37.15,$20.80,$41.84,$36.61,169.66%,$15.25
SBAC,2021-08-15T16:18:46.425645500Z,$353.81,$213.52,$353.81,$336.91,149.71%,$117.48
TMUS,2021-08-15T16:18:46.425645500Z,$144.94,$74.32,$149.41,$145.27,184.43%,$66.35
ROST,2021-08-15T16:18:46.425645500Z,$124.66,$59.69,$132.64,$122.66,107.54%,$8.74
PEP,2021-08-15T16:18:46.425645500Z,$156.52,$100.13,$157.94,$153.86,120.42%,$26.54
QCOM,2021-08-15T16:18:46.425645500Z,$148.64,$59.28,$163.17,$143.82,173.59%,$63.01
STE,2021-08-15T16:18:46.425645500Z,$218.85,$106.55,$218.94,$212.41,146.23%,$69.18
RL,2021-08-15T16:18:46.425645500Z,$124.45,$60.65,$138.84,$115.36,106.41%,$7.49
TTWO,2021-08-15T16:18:46.425645500Z,$160.35,$100.15,$213.34,$168.61,131.35%,$38.27
LUV,2021-08-15T16:18:46.425645500Z,$50.41,$23.87,$64.10,$51.30,92.28%,$-4.22
RMD,2021-08-15T16:18:46.425645500Z,$275.10,$113.18,$277.97,$259.84,178.43%,$120.92
SYF,2021-08-15T16:18:46.425645500Z,$51.81,$12.24,$51.81,$47.77,150.66%,$17.42
OXY,2021-08-15T16:18:46.425645500Z,$25.79,$8.87,$45.74,$27.52,62.58%,$-15.42
SNPS,2021-08-15T16:18:46.425645500Z,$293.12,$108.48,$293.20,$282.95,205.17%,$150.25
STX,2021-08-15T16:18:46.425645500Z,$90.34,$38.01,$104.23,$87.82,160.02%,$33.88
PNC,2021-08-15T16:18:46.425645500Z,$190.38,$76.44,$198.06,$186.54,126.18%,$39.50
PFE,2021-08-15T16:18:46.425645500Z,$48.48,$25.44,$48.48,$42.06,140.12%,$13.88
STT,2021-08-15T16:18:46.425645500Z,$90.79,$41.23,$92.01,$85.40,117.82%,$13.73
RHI,2021-08-15T16:18:46.425645500Z,$103.58,$33.25,$103.58,$92.28,167.95%,$41.91
ROK,2021-08-15T16:18:46.425645500Z,$316.53,$117.98,$318.41,$299.18,158.26%,$116.52
RF,2021-08-15T16:18:46.425645500Z,$20.50,$7.00,$23.46,$19.55,127.42%,$4.41
PVH,2021-08-15T16:18:46.425645500Z,$116.62,$29.05,$118.67,$105.37,110.82%,$11.39
SEE,2021-08-15T16:18:46.425645500Z,$60.42,$17.21,$60.65,$57.43,159.29%,$22.49
TPR,2021-08-15T16:18:46.425645500Z,$44.23,$10.58,$49.12,$41.70,166.55%,$17.67
SIVB,2021-08-15T16:18:46.425645500Z,$581.73,$130.98,$606.83,$566.63,228.78%,$327.46
SBUX,2021-08-15T16:18:46.425645500Z,$116.76,$55.00,$126.06,$119.09,134.47%,$29.93
SYK,2021-08-15T16:18:46.425645500Z,$263.15,$124.32,$270.94,$262.12,127.23%,$56.32
SO,2021-08-15T16:18:46.425645500Z,$65.53,$40.95,$66.52,$63.18,111.47%,$6.74
SPG,2021-08-15T16:18:46.425645500Z,$133.67,$40.79,$136.10,$128.04,100.93%,$1.24
TEL,2021-08-15T16:18:46.425645500Z,$152.57,$51.87,$152.57,$141.25,162.58%,$58.73
SLG,2021-08-15T16:18:46.425645500Z,$73.16,$34.04,$87.46,$75.75,90.10%,$-8.04
TDG,2021-08-15T16:18:46.425645500Z,$605.97,$245.79,$682.63,$640.57,106.79%,$38.53
ULTA,2021-08-15T16:18:46.425645500Z,$371.85,$128.52,$371.85,$344.06,146.08%,$117.30
URI,2021-08-15T16:18:46.425645500Z,$353.11,$69.59,$357.50,$323.01,209.37%,$184.46
UA,2021-08-15T16:18:46.425645500Z,$21.57,$6.89,$21.90,$18.76,112.11%,$2.33
SWK,2021-08-15T16:18:46.425645500Z,$200.12,$70.56,$219.96,$202.54,122.17%,$36.31
SYY,2021-08-15T16:18:46.425645500Z,$79.44,$29.90,$85.74,$74.31,98.05%,$-1.58
ROP,2021-08-15T16:18:46.425645500Z,$480.76,$252.23,$496.63,$484.75,132.92%,$119.07
TWTR,2021-08-15T16:18:46.425645500Z,$64.82,$22.00,$77.63,$68.47,200.68%,$32.52
SPGI,2021-08-15T16:18:46.425645500Z,$441.74,$190.07,$441.74,$421.19,161.02%,$167.39
SRE,2021-08-15T16:18:46.425645500Z,$133.77,$84.04,$152.81,$132.07,94.59%,$-7.65
SLB,2021-08-15T16:18:46.425645500Z,$28.35,$11.72,$39.11,$29.26,73.66%,$-10.14
UAL,2021-08-15T16:18:46.425645500Z,$46.49,$19.92,$89.74,$48.22,51.81%,$-43.25
SWKS,2021-08-15T16:18:46.425645500Z,$183.39,$66.78,$199.06,$188.88,153.85%,$64.19
SNA,2021-08-15T16:18:46.425645500Z,$230.14,$92.35,$255.64,$223.34,141.82%,$67.86
TFX,2021-08-15T16:18:46.425645500Z,$366.08,$224.28,$443.46,$394.65,97.26%,$-10.30
TROW,2021-08-15T16:18:46.425645500Z,$214.85,$81.42,$217.29,$206.52,181.87%,$96.72
UAA,2021-08-15T16:18:46.425645500Z,$25.45,$7.71,$25.77,$21.62,116.85%,$3.67
MOS,2021-08-15T16:18:46.425645500Z,$33.56,$6.92,$37.47,$31.03,159.05%,$12.46
VRSN,2021-08-15T16:18:46.425645500Z,$209.44,$151.17,$233.53,$223.52,106.46%,$12.71
UPS,2021-08-15T16:18:46.425645500Z,$193.98,$83.29,$216.46,$203.41,173.53%,$82.20
TSCO,2021-08-15T16:18:46.425645500Z,$193.92,$66.37,$195.15,$186.50,212.12%,$102.50
COO,2021-08-15T16:18:46.425645500Z,$436.99,$243.38,$436.99,$409.61,135.20%,$113.78
TRV,2021-08-15T16:18:46.425645500Z,$156.31,$79.15,$160.77,$151.58,118.09%,$23.94
DIS,2021-08-15T16:18:46.425645500Z,$181.08,$85.76,$201.91,$177.44,122.19%,$32.88
RTX,2021-08-15T16:18:46.425645500Z,$87.25,$45.52,$94.79,$86.23,94.26%,$-5.31
VRTX,2021-08-15T16:18:46.425645500Z,$194.36,$187.49,$303.10,$199.24,88.57%,$-25.09
TMO,2021-08-15T16:18:46.425645500Z,$544.64,$254.59,$544.64,$525.78,167.47%,$219.42
UNH,2021-08-15T16:18:46.425645500Z,$409.67,$191.15,$421.90,$412.99,143.39%,$123.97
SHW,2021-08-15T16:18:46.425645500Z,$305.66,$130.83,$305.66,$285.29,162.48%,$117.54
BK,2021-08-15T16:18:46.425645500Z,$53.87,$26.24,$54.77,$50.59,111.58%,$5.59
FTI,2021-08-15T16:18:46.425645500Z,$6.89,$3.65,$15.83,$7.73,44.33%,$-8.65
TFC,2021-08-15T16:18:46.425645500Z,$57.38,$24.22,$61.63,$54.80,108.29%,$4.39
USB,2021-08-15T16:18:46.425645500Z,$58.22,$27.26,$61.76,$56.56,104.35%,$2.43
TGT,2021-08-15T16:18:46.425645500Z,$261.54,$89.14,$264.07,$255.79,213.10%,$138.81
UNP,2021-08-15T16:18:46.425645500Z,$227.80,$111.26,$228.38,$220.33,128.86%,$51.01
VIAC,2021-08-15T16:18:46.425645500Z,$39.16,$10.91,$99.77,$41.40,97.68%,$-0.93
TT,2021-08-15T16:18:46.425645500Z,$191.18,$69.81,$206.56,$194.30,188.17%,$89.58
VMC,2021-08-15T16:18:46.425645500Z,$189.79,$75.65,$193.41,$177.85,135.03%,$49.23
HSY,2021-08-15T16:18:46.425645500Z,$179.40,$108.49,$180.28,$177.73,128.61%,$39.91
UNM,2021-08-15T16:18:46.425645500Z,$27.05,$9.53,$31.55,$27.15,100.39%,$0.11
VRSK,2021-08-15T16:18:46.425645500Z,$191.24,$120.23,$207.28,$185.46,127.78%,$41.58
WRK,2021-08-15T16:18:46.425645500Z,$51.22,$21.37,$61.29,$50.13,123.19%,$9.64
VLO,2021-08-15T16:18:46.425645500Z,$66.25,$29.72,$87.25,$67.07,77.33%,$-19.42
TJX,2021-08-15T16:18:46.425645500Z,$70.49,$36.36,$73.25,$68.05,115.94%,$9.69
TSN,2021-08-15T16:18:46.425645500Z,$81.91,$42.77,$89.95,$72.95,94.59%,$-4.68
V,2021-08-15T16:18:46.425645500Z,$232.65,$134.52,$250.59,$241.50,123.01%,$43.53
WAT,2021-08-15T16:18:46.425645500Z,$405.27,$162.36,$405.27,$377.68,172.41%,$170.21
CLX,2021-08-15T16:18:46.425645500Z,$168.45,$145.64,$232.44,$176.85,114.83%,$21.76
UDR,2021-08-15T16:18:46.425645500Z,$53.49,$28.43,$55.59,$53.16,123.49%,$10.17
ZBRA,2021-08-15T16:18:46.425645500Z,$571.07,$161.51,$571.07,$543.99,220.37%,$311.93
WRB,2021-08-15T16:18:46.425645500Z,$74.56,$42.67,$80.75,$74.64,110.07%,$6.82
WM,2021-08-15T16:18:46.425645500Z,$150.61,$85.85,$150.61,$145.44,135.57%,$39.52
WEC,2021-08-15T16:18:46.425645500Z,$96.21,$67.94,$101.93,$93.13,111.42%,$9.86
UHS,2021-08-15T16:18:46.425645500Z,$149.39,$67.50,$160.62,$152.75,105.43%,$7.69
TXT,2021-08-15T16:18:46.425645500Z,$73.83,$21.61,$74.46,$69.00,162.80%,$28.48
VTR,2021-08-15T16:18:46.425645500Z,$57.09,$15.72,$60.40,$58.72,109.26%,$4.84
XYL,2021-08-15T16:18:46.425645500Z,$131.53,$55.78,$131.53,$123.47,167.78%,$53.13
VFC,2021-08-15T16:18:46.425645500Z,$80.81,$44.55,$96.43,$81.20,83.80%,$-15.62
VNO,2021-08-15T16:18:46.425645500Z,$42.69,$27.20,$62.32,$43.98,71.76%,$-16.80
WYNN,2021-08-15T16:18:46.425645500Z,$95.52,$43.02,$150.94,$105.14,67.08%,$-46.89
WAB,2021-08-15T16:18:46.425645500Z,$88.91,$40.34,$89.37,$83.26,111.10%,$8.89
WDC,2021-08-15T16:18:46.425645500Z,$63.15,$28.81,$77.17,$66.42,97.50%,$-1.62
XLNX,2021-08-15T16:18:46.425645500Z,$146.63,$68.23,$152.11,$140.03,146.46%,$46.51
VZ,2021-08-15T16:18:46.425645500Z,$55.87,$46.80,$59.77,$55.82,98.67%,$-0.75
TXN,2021-08-15T16:18:46.425645500Z,$188.70,$89.93,$194.76,$189.09,152.51%,$64.97
WST,2021-08-15T16:18:46.425645500Z,$434.28,$128.49,$434.28,$389.27,287.55%,$283.25
ZION,2021-08-15T16:18:46.425645500Z,$55.41,$23.08,$60.27,$52.24,111.03%,$5.51
XEL,2021-08-15T16:18:46.425645500Z,$69.04,$48.35,$73.18,$68.27,115.19%,$9.11
ZTS,2021-08-15T16:18:46.425645500Z,$201.48,$91.87,$204.79,$199.16,151.71%,$68.68
WY,2021-08-15T16:18:46.425645500Z,$34.82,$13.26,$40.61,$34.49,121.79%,$6.23
WU,2021-08-15T16:18:46.425645500Z,$22.49,$16.76,$26.68,$23.02,91.09%,$-2.20
WBA,2021-08-15T16:18:46.425645500Z,$49.29,$32.53,$56.32,$47.22,88.70%,$-6.28
WELL,2021-08-15T16:18:46.425645500Z,$85.11,$31.24,$89.04,$85.79,114.05%,$10.48
WMT,2021-08-15T16:18:46.425645500Z,$149.53,$101.15,$150.45,$142.09,129.33%,$33.91
ZBH,2021-08-15T16:18:46.425645500Z,$146.09,$79.75,$178.35,$156.34,98.99%,$-1.49
YUM,2021-08-15T16:18:46.425645500Z,$134.96,$55.21,$134.96,$123.18,135.84%,$35.61
WFC,2021-08-15T16:18:46.425645500Z,$50.37,$20.84,$51.17,$45.53,98.43%,$-0.80
WLTW,2021-08-15T16:18:46.425645500Z,$219.24,$144.63,$269.33,$219.79,109.50%,$19.02
WMB,2021-08-15T16:18:46.425645500Z,$24.83,$8.46,$27.82,$25.51,118.49%,$3.88
XRX,2021-08-15T16:18:46.425645500Z,$23.90,$13.98,$35.45,$23.73,69.75%,$-10.36
WHR,2021-08-15T16:18:46.425645500Z,$232.50,$61.88,$251.47,$220.96,163.98%,$90.71
GOOG,2021-08-15T16:19:16.427074600Z,$2768.12,$1056.62,$2792.89,$2675.73,202.44%,$1400.75
ABMD,2021-08-15T16:19:16.427074600Z,$321.65,$130.51,$355.13,$324.80,190.54%,$152.84
ALXN,2021-08-15T16:19:16.427074600Z,$182.50,$75.56,$186.61,$182.49,169.23%,$74.66
ALGN,2021-08-15T16:19:16.427074600Z,$691.19,$137.72,$708.01,$646.04,243.65%,$407.51
AMZN,2021-08-15T16:19:16.427074600Z,$3293.97,$1676.61,$3731.41,$3531.94,173.55%,$1395.96
AKAM,2021-08-15T16:19:16.427074600Z,$116.29,$80.05,$120.44,$117.09,132.69%,$28.65
ANSS,2021-08-15T16:19:16.427074600Z,$362.59,$204.46,$403.60,$358.80,139.68%,$103.00
ALLE,2021-08-15T16:19:16.427074600Z,$138.01,$77.43,$142.18,$137.64,112.04%,$14.83
GOOGL,2021-08-15T16:19:16.427074600Z,$2754.55,$1054.13,$2754.55,$2616.73,201.26%,$1385.87
ADS,2021-08-15T16:19:16.427074600Z,$92.04,$22.18,$124.44,$98.08,83.94%,$-17.62
AMD,2021-08-15T16:19:16.427074600Z,$110.55,$38.71,$118.77,$97.59,225.15%,$61.45
ALL,2021-08-15T16:19:16.427074600Z,$135.06,$71.08,$138.44,$131.26,123.94%,$26.09
ABC,2021-08-15T16:19:16.427074600Z,$119.57,$72.39,$125.55,$118.12,144.17%,$36.63
ADBE,2021-08-15T16:19:16.427074600Z,$637.31,$285.00,$637.31,$613.45,190.57%,$302.88
AFL,2021-08-15T16:19:16.427074600Z,$57.26,$24.40,$57.48,$54.25,111.75%,$6.02
APD,2021-08-15T16:19:16.427074600Z,$279.74,$171.13,$307.86,$287.18,124.99%,$55.93
AAL,2021-08-15T16:19:16.427074600Z,$19.84,$9.04,$30.47,$20.71,68.45%,$-9.14
AWK,2021-08-15T16:19:16.427074600Z,$178.92,$94.91,$179.06,$167.17,152.80%,$61.83
LNT,2021-08-15T16:19:16.427074600Z,$61.07,$38.27,$61.07,$58.13,119.75%,$10.07
AXP,2021-08-15T16:19:16.427074600Z,$166.08,$67.37,$173.60,$170.26,135.08%,$43.13
MO,2021-08-15T16:19:16.427074600Z,$48.60,$27.73,$51.59,$47.48,111.66%,$5.07
AMCR,2021-08-15T16:19:16.427074600Z,$12.15,$5.65,$12.37,$11.57,121.84%,$2.18
ANTM,2021-08-15T16:19:16.427074600Z,$367.49,$171.93,$400.74,$385.19,124.56%,$72.46
ATVI,2021-08-15T16:19:16.427074600Z,$83.85,$51.46,$103.31,$88.09,144.60%,$25.86
ALB,2021-08-15T16:19:16.427074600Z,$235.22,$50.09,$239.03,$195.99,331.01%,$164.16
AZO,2021-08-15T16:19:16.427074600Z,$1612.61,$723.22,$1660.11,$1595.36,135.54%,$422.87
AES,2021-08-15T16:19:16.427074600Z,$24.79,$9.14,$28.58,$24.63,130.38%,$5.78
ANET,2021-08-15T16:19:16.427074600Z,$364.07,$157.04,$382.12,$372.77,177.84%,$159.35
AMGN,2021-08-15T16:19:16.427074600Z,$229.68,$176.04,$257.33,$241.44,99.73%,$-0.62
AME,2021-08-15T16:19:16.427074600Z,$137.24,$57.72,$139.05,$136.15,137.63%,$37.52
ADM,2021-08-15T16:19:16.427074600Z,$62.40,$28.22,$68.77,$59.46,141.66%,$18.35
APTV,2021-08-15T16:19:16.427074600Z,$164.93,$33.55,$169.76,$159.65,171.68%,$68.86
BKNG,2021-08-15T16:19:16.427074600Z,$2203.42,$1152.24,$2505.10,$2184.35,106.21%,$128.84
ABBV,2021-08-15T16:19:16.427074600Z,$116.48,$59.82,$118.87,$116.04,142.13%,$34.53
CDNS,2021-08-15T16:19:16.427074600Z,$152.67,$54.32,$152.67,$143.14,213.70%,$81.23
AAP,2021-08-15T16:19:16.427074600Z,$206.43,$74.05,$215.40,$209.87,131.57%,$49.54
ADI,2021-08-15T16:19:16.427074600Z,$170.08,$80.32,$172.58,$166.55,145.37%,$53.08
ABT,2021-08-15T16:19:16.427074600Z,$123.06,$61.40,$127.28,$119.65,145.42%,$38.44
AEE,2021-08-15T16:19:16.427074600Z,$88.84,$59.37,$88.84,$84.00,121.50%,$15.72
CNC,2021-08-15T16:19:16.427074600Z,$63.07,$45.55,$74.70,$70.83,101.92%,$1.19
AMT,2021-08-15T16:19:16.427074600Z,$282.92,$174.02,$286.88,$280.34,127.42%,$60.89
AEP,2021-08-15T16:19:16.427074600Z,$89.69,$66.50,$99.12,$86.56,101.71%,$1.51
AOS,2021-08-15T16:19:16.427074600Z,$71.96,$33.80,$72.25,$70.64,155.71%,$25.75
MMM,2021-08-15T16:19:16.427074600Z,$200.58,$112.90,$206.05,$199.55,117.39%,$29.72
AIZ,2021-08-15T16:19:16.427074600Z,$165.00,$78.37,$165.00,$156.97,128.48%,$36.58
BLK,2021-08-15T16:19:16.427074600Z,$916.86,$318.29,$917.09,$884.93,186.71%,$425.79
ADSK,2021-08-15T16:19:16.427074600Z,$332.78,$136.00,$332.78,$308.84,177.17%,$144.95
BSX,2021-08-15T16:19:16.427074600Z,$44.33,$25.83,$45.71,$43.76,97.79%,$-1.00
AIG,2021-08-15T16:19:16.427074600Z,$54.61,$18.00,$54.61,$48.18,111.44%,$5.61
ARE,2021-08-15T16:19:16.427074600Z,$205.50,$110.51,$209.07,$195.74,133.79%,$51.91
BIIB,2021-08-15T16:19:16.427074600Z,$342.25,$236.26,$414.71,$338.86,116.32%,$48.01
ADP,2021-08-15T16:19:16.427074600Z,$215.17,$106.09,$216.72,$206.88,130.68%,$50.52
AIV,2021-08-15T16:19:16.427074600Z,$6.81,$-5.34,$7.18,$6.43,-150.59%,$11.33
AMAT,2021-08-15T16:19:16.427074600Z,$129.90,$37.47,$142.80,$136.81,212.43%,$68.75
CMG,2021-08-15T16:19:16.427074600Z,$1887.81,$465.21,$1899.98,$1723.14,219.98%,$1029.62
AVGO,2021-08-15T16:19:16.427074600Z,$486.16,$158.05,$487.80,$478.89,160.16%,$182.62
AVB,2021-08-15T16:19:16.427074600Z,$224.55,$114.34,$229.92,$223.36,114.74%,$28.85
AMP,2021-08-15T16:19:16.427074600Z,$272.17,$80.05,$272.17,$252.48,167.42%,$109.60
